fare_id,route_id,origin_id,destination_id,contains_id
1773,5095,,,
1773,5096,,,
1773,5097,,,
1773,5098,,,
1773,5099,,,
1773,5100,,,
1773,5101,,,
1773,5102,,,
1773,5103,,,
1773,5104,,,
1773,5105,,,
1773,5106,,,
1773,5107,,,
1773,5108,,,
1773,5109,,,
1773,5110,,,
1773,5111,,,
1773,5112,,,
1773,5113,,,
1773,5114,,,
